ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2029-02-09,45,24553,616,Employed,Doctorate,22,35975,24,1,2,Rent,531,0.2685111350744791,4,1,0.0448582681861076,0,Auto,0,26,13,535,3196,35092,9069,2046.0833333333333,0.9643425784128942,5,26023,0.202975,0.2331693174844731,1889.7950445574063,1.1831360947618978,0,49.0
2029-02-16,28,37319,553,Self-Employed,Doctorate,5,10028,120,1,1,Own,494,0.3583835539452665,4,0,0.2335418583036519,0,Home,0,26,7,454,943,176608,14853,3109.9166666666665,0.6162496037564368,8,161755,0.288528,0.2416588592768764,222.25938605659329,0.2303146556091835,0,53.0
2029-02-19,43,47157,620,Self-Employed,Doctorate,25,52403,120,1,0,Mortgage,282,0.2273737580450732,3,1,0.2244589789516402,0,Home,0,19,12,5733,1508,19397,20343,3929.75,0.8504806216542936,0,8107,0.297403,0.2743560882013445,1283.2457646718606,0.3983067026329564,0,53.0
2029-03-15,57,20939,672,Employed,Doctorate,35,25810,36,1,1,Rent,237,0.327148283327218,4,1,0.0819214707225173,0,Home,0,15,4,3236,1927,57641,12369,1744.9166666666667,0.9068143717349564,6,45272,0.17481,0.1654001060680953,914.2990872742056,0.6598017597445182,0,49.0
2029-05-08,18,68052,585,Self-Employed,Doctorate,0,18667,60,1,0,Rent,240,0.5338870413547052,4,0,0.2149361912269751,0,Other,0,21,13,1561,577,65015,8892,5671.0,0.8065666387648179,3,56123,0.231167,0.2214999758062905,517.1554830044381,0.1335135748553056,0,54.0
2029-05-13,39,77559,604,Employed,Doctorate,17,14680,60,1,0,Mortgage,502,0.0353093247065269,1,3,0.2926560883440157,0,Other,0,18,13,813,519,57038,30412,6463.25,0.929080222669528,4,26626,0.2176799999999999,0.208224471822001,395.6785198986837,0.1388896483810286,1,38.400000000000006
2029-05-31,51,81686,597,Employed,Doctorate,27,19203,48,1,3,Own,748,0.4414476194232912,2,0,0.3013186759553981,0,Debt Consolidation,0,16,7,6816,995,56295,10960,6807.166666666667,0.9429712251176424,4,45335,0.215703,0.2176788366292902,602.5939445124628,0.198407650443767,1,44.0
2029-06-02,21,44465,443,Self-Employed,Doctorate,1,26330,36,1,2,Mortgage,424,0.2671839721358944,1,1,0.4461004600385055,0,Debt Consolidation,0,20,17,2655,1628,83929,12825,3705.4166666666665,0.8489094474207807,3,71104,0.28983,0.2647172152912088,1067.4795006832574,0.4025133027819428,0,58.0
2029-06-27,34,15043,475,Employed,Doctorate,14,42087,60,0,2,Rent,457,0.1778928538526443,9,1,0.3702698909601928,0,Debt Consolidation,1,32,26,3340,1896,38297,26640,1253.5833333333333,0.907503235117087,0,11657,0.309587,0.2490527312620176,1232.9729396861203,1.348113758973173,0,61.0
2029-08-03,32,33837,571,Employed,Doctorate,9,38790,36,1,4,Mortgage,313,0.243962243494411,4,1,0.1890249678521973,0,Home,0,27,17,1163,5461,51263,56591,2819.75,0.661673686829428,7,4232,0.23829,0.2207915183446124,1482.996509768417,0.636934660792062,0,51.0
2029-08-06,25,18259,619,Employed,Doctorate,1,22297,48,Divorced,0,Mortgage,405,0.3847949873299836,5,2,0.7406008029666574,0,Auto,0,31,4,820,1168,29543,40140,1521.5833333333333,0.8603408596189027,5,6809,0.207797,0.1956809073614607,673.3854210638327,0.7087258367252312,0,60.0
2029-08-15,40,200273,626,Employed,Doctorate,19,32217,36,Divorced,4,Mortgage,444,0.2753964429748739,5,1,0.0851585350244629,0,Home,0,24,8,3052,2733,39038,29819,16689.416666666668,0.5906241219234422,2,9219,0.204217,0.194495532373704,1188.2825010390538,0.0978034483553381,1,36.8
2029-08-17,41,138655,578,Employed,Doctorate,21,63013,60,1,0,Mortgage,199,0.3421849824886097,5,3,0.245571254396365,0,Education,1,28,14,2419,3899,36453,8506,11554.583333333334,0.8748542880752663,5,27947,0.279013,0.2676430580500016,1915.255711949307,0.1829798315487482,0,56.0
2029-08-29,38,29782,611,Unemployed,Doctorate,14,42209,48,1,1,Rent,283,0.1326698142122524,2,1,0.2348685506782321,0,Other,0,20,2,1745,2672,228228,21035,2481.833333333333,0.8574749686590085,5,207193,0.231709,0.2078208619316411,1302.088848816667,0.6386765894097106,0,53.0
2029-09-07,18,30794,381,Self-Employed,Doctorate,0,19868,48,1,4,Mortgage,378,0.4232932478490738,2,3,0.2704457012326646,0,Other,0,32,18,1809,1091,263752,3448,2566.1666666666665,0.8175936103754219,4,260304,0.3243679999999999,0.3459233633593722,769.394245544106,0.447123821086227,0,51.0
2029-09-29,47,21556,607,Employed,Doctorate,26,12377,48,1,1,Mortgage,250,0.2055970675703876,3,0,0.525339022068345,0,Home,0,23,2,11650,372,66323,55146,1796.3333333333333,0.8596370238482764,7,11177,0.203877,0.2204955375396494,390.28377354664974,0.3564392875561235,0,61.0
2029-09-30,46,49482,644,Employed,Doctorate,24,17093,36,1,1,Rent,303,0.1909073169871319,2,0,0.2359053395582547,0,Home,0,14,21,2077,428,94289,18098,4123.5,0.7215543529394883,3,76191,0.180093,0.1800050250463891,617.9572057248233,0.2233435687461679,1,37.6
2029-11-04,52,57254,650,Employed,Doctorate,32,7415,24,Divorced,2,Mortgage,163,0.1572844714311494,3,1,0.3041391345411036,0,Education,0,30,1,2270,937,17247,18753,4771.166666666667,0.5715237878017194,9,9440,0.157415,0.1575239055660216,362.1848072776485,0.1100747142091693,1,40.8
2029-12-01,37,76957,575,Employed,Doctorate,17,14177,60,0,1,Rent,600,0.1072555278302549,2,1,0.2315841346241774,0,Debt Consolidation,0,24,3,1602,486,89233,18369,6413.083333333333,0.880138907182605,11,70864,0.231677,0.2502540545913069,416.324894659818,0.1584767953002042,1,41.6
2029-12-06,36,250153,605,Self-Employed,Doctorate,15,21725,24,1,2,Own,442,0.0294703973650459,1,1,0.0312815562413265,0,Home,0,25,8,3909,661,88435,4569,20846.08333333333,0.8452195327004339,1,83866,0.1942249999999999,0.2031738747170654,1109.082676399823,0.0744064317309721,1,36.8
2029-12-07,47,26786,639,Employed,Doctorate,27,12343,72,0,1,Rent,483,0.4474605218263359,2,0,0.3654759376455046,0,Debt Consolidation,0,31,28,2760,595,15073,23764,2232.1666666666665,0.777128642928392,6,3117,0.207843,0.2494115999999999,332.04006715417165,0.3651340553218121,0,54.0
2030-01-09,49,40642,566,Employed,Doctorate,26,22033,48,0,5,Rent,223,0.510541870118817,1,0,0.4075357967964862,1,Home,0,19,6,2771,5819,185292,70788,3386.833333333333,0.4963354044108121,4,114504,0.234033,0.2282299009138764,704.0550022682582,0.273723242636167,0,68.0
2030-01-16,52,140044,663,Employed,Doctorate,31,11949,72,0,3,Rent,477,0.4014298897990639,3,1,0.4450411955628531,0,Education,0,34,12,1067,5000,28522,66855,11670.333333333334,0.7092181177326335,6,10393,0.1954489999999999,0.1855776064406026,276.31140538533526,0.064549262122076,1,39.2
2030-01-27,50,73799,630,Employed,Doctorate,27,20222,60,1,1,Rent,830,0.2787892538568564,4,1,0.0863315750320469,0,Debt Consolidation,0,33,8,4231,5810,87742,97358,6149.916666666667,0.7754300108559088,7,1100,0.210222,0.2126793112260408,550.1252694541926,0.2244136537547976,0,48.0
2030-03-20,62,35951,482,Employed,Doctorate,40,25627,36,1,3,Mortgage,211,0.4447518305389528,3,0,0.2633186606251695,0,Education,0,28,14,1900,3345,185207,10010,2995.9166666666665,0.706665978946484,7,175197,0.269627,0.2599782015318105,1032.4979748891378,0.4150642735576105,0,50.0
2030-04-04,34,235538,577,Employed,Doctorate,9,58552,60,0,0,Other,318,0.0469278380244831,3,1,0.5335788463407527,0,Auto,0,18,29,4037,1219,135709,31662,19628.166666666668,0.9513743580438612,3,104047,0.275052,0.2474155605098631,1709.718426775814,0.1033065625135212,1,40.8
2030-04-06,23,76017,597,Employed,Doctorate,1,22144,48,1,1,Rent,303,0.2164281631005236,3,3,0.1096985728546956,0,Auto,0,21,22,642,840,54753,59327,6334.75,0.8528741293235744,7,8960,0.218644,0.1770635192808873,647.0870588024671,0.149980197924538,1,40.0
2030-04-21,34,192927,629,Employed,Doctorate,15,11287,36,0,2,Rent,580,0.1333525157335545,6,1,0.0726923987428857,0,Debt Consolidation,0,40,15,727,904,27171,3928,16077.25,0.8895011928923137,9,23243,0.181787,0.1454296,388.7460945154544,0.0602557088131026,1,35.2
2030-05-18,34,26372,625,Employed,Doctorate,14,12828,24,0,0,Mortgage,313,0.3244947083540336,2,3,0.14379492989582,0,Other,0,30,16,1359,1148,13012,19969,2197.6666666666665,0.8598686149628777,5,10488,0.175328,0.178511707917069,639.5042866975344,0.4334161777783412,0,49.0
2030-05-26,39,58554,590,Employed,Doctorate,17,15152,48,1,2,Mortgage,727,0.276986289308386,4,1,0.2950580495497048,0,Debt Consolidation,0,23,7,1280,262,7499,26083,4879.5,0.3943872665208489,2,8562,0.215152,0.2160837785836071,474.1644577601106,0.2461654796106384,1,42.400000000000006
2030-07-11,31,80560,519,Employed,Doctorate,7,22876,12,1,2,Mortgage,334,0.2136827382471639,1,1,0.0970657028047092,1,Auto,0,25,4,2185,709,44601,16910,6713.333333333333,0.8850993771486929,6,27691,0.228376,0.2399400207146962,2163.0789319745186,0.371958132866115,0,64.0
2030-07-14,61,69748,644,Unemployed,Doctorate,39,12532,48,1,0,Rent,380,0.5819030261165726,2,0,0.1682808579807843,0,Auto,0,21,13,1590,716,19448,54997,5812.333333333333,0.8588541240942146,3,4604,0.185532,0.180539040582084,368.480580802142,0.1287745450711949,1,40.8
2030-08-06,37,122339,606,Unemployed,Doctorate,15,22245,60,Divorced,2,Mortgage,291,0.3199925380567222,2,1,0.3592990565567912,0,Home,0,22,8,6815,1995,40741,14146,5344.333333333333,0.8127202561918816,6,26595,0.2242449999999999,0.2223791135006889,617.3955270121488,0.1699735907837863,0,53.0
2030-09-26,47,47654,528,Unemployed,Doctorate,24,17573,60,Divorced,1,Rent,385,0.1104880282408424,4,2,0.122057710068844,0,Education,0,18,28,9950,1382,15118,57658,3971.1666666666665,0.9339323448683334,7,4667,0.258573,0.2895035019700435,557.2688251772325,0.2372775821993283,0,53.0
2030-10-09,48,89816,657,Employed,Doctorate,25,13014,48,0,1,Mortgage,1125,0.1297680309123368,4,0,0.4359052407816705,0,Auto,0,24,27,4073,675,39222,194760,7484.666666666667,0.8643153091431416,5,5280,0.179514,0.181014163863448,382.97626074366735,0.2014754067084262,1,38.400000000000006
2030-10-12,59,40941,640,Employed,Doctorate,39,21402,48,0,3,Mortgage,317,0.0783948715998913,6,2,0.2475429995122923,0,Other,0,31,6,4784,5118,182163,20299,3411.75,0.955901046219447,7,161864,0.196402,0.2053083054412279,657.338930811039,0.2855833313727673,0,47.0
2030-10-19,49,101594,634,Employed,Doctorate,28,17986,96,0,0,Rent,443,0.5098582738047575,3,0,0.3988356569595237,0,Auto,0,26,20,2637,939,45396,10534,8466.166666666666,0.9718652196522004,9,34862,0.235986,0.2276827990591844,408.48424498482586,0.1005749447784112,1,40.8
2030-11-06,51,128457,585,Employed,Doctorate,32,10254,48,Divorced,0,Rent,293,0.1089284778973686,2,1,0.1003915934862279,0,Debt Consolidation,1,21,11,12289,1536,29765,38871,10704.75,0.8455178317186538,4,1512,0.212754,0.1948036939770392,309.2011033937181,0.0562555037150534,1,42.400000000000006
2030-11-14,28,116899,627,Employed,Doctorate,4,18707,72,1,3,Mortgage,1427,0.3388571299690219,1,1,0.3042564083402916,0,Other,0,25,26,1195,848,157017,3824,9741.583333333334,0.8816989596712788,5,153193,0.220207,0.2220454159915604,472.30837428132776,0.1949691656162664,1,36.8
2030-12-02,48,52294,682,Employed,Doctorate,26,22035,48,0,1,Rent,400,0.3566328975078597,3,3,0.3577576893861465,0,Auto,0,28,24,5691,3943,549864,3729,4357.833333333333,0.794158658062146,7,546135,0.176035,0.1851070583339886,653.1733269820763,0.2416736131063777,1,32.0
2030-12-15,39,79786,596,Employed,Doctorate,17,55483,48,1,0,Rent,1045,0.1055819214497152,1,1,0.0778469196318717,0,Home,0,23,26,12391,1206,24213,4403,6648.833333333333,0.6385156195020553,7,19810,0.252483,0.2707145778221181,1904.3367506980344,0.4435871081189234,0,49.0
2031-01-11,32,98453,602,Employed,Doctorate,12,13410,60,0,2,Mortgage,553,0.2146754761083012,2,1,0.5206756899862197,0,Education,0,30,13,2104,581,17992,39804,8204.416666666666,0.6971835409448519,3,8963,0.21741,0.2238461870605916,373.3080804187609,0.1129035881590721,1,43.2
2031-01-25,47,74803,609,Self-Employed,Doctorate,24,25742,24,Divorced,2,Mortgage,635,0.3467370905397553,4,3,0.1703510799334659,0,Auto,0,20,16,2186,658,86716,11265,6233.583333333333,0.8534523217634178,0,75451,0.196242,0.2106322337126408,1323.568952643993,0.3141963214273213,1,38.400000000000006
2031-02-05,28,79885,565,Employed,Doctorate,5,28632,24,1,0,Mortgage,332,0.6375508669351033,6,0,0.2726633502181282,0,Debt Consolidation,0,35,16,6414,1828,175295,22157,6657.083333333333,0.5876414956241687,4,153138,0.2211319999999999,0.237807661147385,1510.6741117042611,0.2767990153401907,1,40.0
2031-03-15,37,267290,598,Self-Employed,Doctorate,16,22998,60,1,4,Other,436,0.2684818017395922,3,0,0.2118380957181729,0,Debt Consolidation,0,28,23,4199,5245,55418,9039,22274.166666666668,0.7898185986654469,6,46379,0.2289979999999999,0.2747976,708.8609533431234,0.0513985986760353,1,42.400000000000006
2031-03-30,34,59040,559,Employed,Doctorate,11,11093,48,0,0,Mortgage,657,0.0872935683200279,3,3,0.1264552403824299,0,Home,0,25,8,7454,1891,26084,238431,4920.0,0.707231266284145,2,3364,0.226593,0.2302126280011932,355.67621513776936,0.2058284990117417,1,40.0
2031-05-02,33,135250,591,Employed,Doctorate,11,84036,48,1,2,Mortgage,376,0.176616976328449,4,2,0.1937585061787352,0,Education,0,19,18,259,719,60978,4900,11270.833333333334,0.8330194242598676,7,56078,0.283536,0.2691952715652011,2877.11371657269,0.2886311615443421,0,45.0
2031-05-08,27,116758,615,Employed,Doctorate,5,37569,48,1,0,Rent,257,0.2144427550583632,4,0,0.2978053054255978,1,Home,0,31,7,1104,976,12427,5084,9729.833333333334,0.9339009103150294,5,7343,0.225069,0.2208559409902769,1185.3983066800604,0.1482449140971986,0,61.0
2031-07-22,42,74145,634,Self-Employed,Doctorate,21,17155,48,1,0,Mortgage,186,0.476811467749409,2,1,0.0309301485219826,0,Home,0,21,21,2784,274,52725,55779,6178.75,0.6932825557674164,7,9442,0.195155,0.2007153680071226,522.6869422909651,0.1146974618314327,1,40.8
2031-08-09,36,105977,671,Employed,Doctorate,14,47836,48,1,0,Rent,265,0.1514005898495571,2,4,0.2521913816144026,0,Debt Consolidation,0,24,8,2715,1131,166125,6764,8831.416666666666,0.9253053980425566,7,159361,0.207336,0.2317961845082038,1537.925585337961,0.2041490797442419,0,41.0
2031-08-25,46,56768,626,Employed,Doctorate,21,15156,24,Divorced,3,Mortgage,301,0.3721392565445571,5,1,0.2976528498287927,0,Debt Consolidation,0,27,29,3410,2212,58509,3290,4730.666666666667,0.7496976732503067,1,55219,0.177156,0.1552795418751456,738.6710464784231,0.2197726282014705,1,37.6
2031-09-01,48,134518,623,Employed,Doctorate,27,53495,24,1,2,Mortgage,610,0.1691493787328348,4,0,0.1858297077706712,0,Home,0,25,19,2196,320,94086,279283,11209.833333333334,0.9555503116494848,5,10673,0.216995,0.234318365965137,2813.1922309658407,0.3053740523319562,0,44.0
2031-09-13,36,57340,558,Self-Employed,Doctorate,14,9754,60,1,0,Mortgage,261,0.1620184942534474,3,1,0.2834856459964194,0,Home,0,26,3,2596,10110,99820,11182,4778.333333333333,0.9301691741145994,3,88638,0.235754,0.2179850270355316,268.27859347607574,0.1107663606856105,1,44.0
2031-09-29,44,95579,676,Unemployed,Doctorate,24,26742,60,1,1,Mortgage,344,0.1784329159473245,3,0,0.1006488264198781,0,Auto,0,18,28,2490,4595,307743,15152,7964.916666666667,0.6042532754904802,5,292591,0.1937419999999999,0.2246630114875631,745.692313714996,0.1368115147111808,1,31.200000000000003
2031-10-22,37,90251,614,Employed,Doctorate,13,26997,48,0,1,Mortgage,314,0.0521671928083315,1,2,0.5528057283731386,0,Home,0,24,16,5362,2538,49406,315550,7520.916666666667,0.7580502561304074,6,7286,0.214997,0.1796662284491542,792.5660866697758,0.1471318106174702,1,42.400000000000006
2031-10-23,30,58967,624,Employed,Doctorate,8,59043,72,1,0,Mortgage,709,0.3010087510972067,6,2,0.2457920558404451,0,Other,0,15,22,1441,506,23381,28771,4913.916666666667,0.8285329615882953,4,3770,0.262043,0.269835035389258,1663.061031418662,0.482723088795834,0,49.0
2031-10-31,44,153557,604,Employed,Doctorate,21,30573,24,0,3,Rent,354,0.4066805364170305,3,3,0.4336319919149008,0,Education,0,27,7,6091,5067,27323,9296,12796.416666666666,0.8001580780781848,6,18027,0.2035729999999999,0.2286958046249097,1599.230178232154,0.1526388385992553,1,42.400000000000006
2031-12-14,35,26802,655,Employed,Doctorate,12,44637,96,1,0,Mortgage,445,0.3841413271770738,3,1,0.2878275435073988,0,Home,0,31,3,5375,418,56659,23752,2233.5,0.4887266903570956,6,32907,0.252137,0.2554967131302624,1095.318443158459,0.6896433593724912,0,51.0
2031-12-20,46,16049,480,Employed,Doctorate,24,19936,84,1,0,Rent,300,0.0570038146020018,2,0,0.6154976607401713,0,Other,0,20,16,5297,354,25389,18866,1337.4166666666667,0.7511114724433238,3,6523,0.304936,0.2770425377607029,539.5846959537387,0.6277659886251394,0,59.0
2032-01-09,34,39083,562,Employed,Doctorate,11,43114,108,1,1,Mortgage,377,0.0441236994815022,2,0,0.3925562613121782,0,Auto,0,26,17,8577,3854,204249,41315,3256.9166666666665,0.8536693952464425,4,162934,0.307114,0.2456912,994.1086691402088,0.4209836509398589,0,50.0
2032-01-17,41,51463,671,Unemployed,Doctorate,16,12989,36,1,1,Rent,254,0.1372275518229136,7,1,0.3248005708022097,0,Home,0,24,6,5236,16969,103566,53240,4288.583333333333,0.8700468038635125,7,50326,0.162489,0.1389388850247175,443.26410809636224,0.1625861161835949,1,40.0
2032-02-14,75,35540,702,Self-Employed,Doctorate,54,25602,48,0,2,Rent,267,0.1508123767914166,2,0,0.1614911331279054,0,Education,0,22,18,4386,1322,30111,9496,2961.6666666666665,0.7088062265144708,5,20615,0.169602,0.15583662078242,720.1204063135252,0.3332989554238127,0,44.0
2032-03-18,32,162138,641,Employed,Doctorate,12,6286,84,0,2,Own,244,0.4864785743654843,1,2,0.0966944986458516,0,Other,1,18,15,2004,1952,79269,34073,13511.5,0.9475011392652716,7,45196,0.210786,0.1840143912860982,133.60131809013902,0.0279466615912473,1,41.6
2032-03-27,51,35846,606,Employed,Doctorate,29,21151,24,0,4,Mortgage,210,0.342694586192217,4,1,0.2768385498223904,0,Auto,0,23,8,4006,1115,97079,20463,2987.1666666666665,0.9719844220827384,5,76616,0.193151,0.2060324927057427,1082.740525691353,0.4327647801232003,0,49.0
2032-04-05,27,102697,516,Employed,Doctorate,6,14204,60,0,1,Mortgage,1923,0.4086667615325459,2,0,0.2942274207835265,0,Debt Consolidation,0,28,6,1900,511,54741,12890,8558.083333333334,0.7389177710517232,8,41851,0.261204,0.2089632,383.437971831356,0.2695040328536984,1,43.2
2032-04-11,44,129487,600,Employed,Doctorate,19,26953,24,1,1,Mortgage,330,0.1600804258420555,0,0,0.4245881331196889,0,Debt Consolidation,0,21,17,8437,1982,53199,109912,10790.583333333334,0.8592111824368296,4,4603,0.201953,0.2304074056030469,1412.1629432899083,0.1614521559653007,1,40.0
2032-04-12,46,223250,660,Employed,Doctorate,22,67594,108,1,2,Other,688,0.1560827997472223,3,1,0.2458394459018353,0,Auto,1,24,2,3725,469,256099,109183,18604.166666666668,0.9940335501654152,7,146916,0.282594,0.2907893551336786,1771.405104617039,0.1321964669894937,0,49.0
2032-05-05,42,90250,583,Employed,Doctorate,20,21955,12,1,0,Other,342,0.4357622706404117,5,0,0.3488691949876155,0,Education,0,19,15,11564,2884,15357,6617,7520.833333333333,0.7884007427770653,3,8740,0.195455,0.1911840597850409,2024.5385599881104,0.3146644068682251,1,43.2
2032-05-08,29,38762,635,Self-Employed,Doctorate,6,27377,48,1,2,Mortgage,280,0.1472815091622149,3,0,0.3801235841374831,0,Home,0,20,23,6921,1929,179507,25819,3230.1666666666665,0.8755196339841469,5,153688,0.204877,0.2166061820316803,857.5056247788268,0.3521507532466313,0,50.0
2032-05-14,21,46145,497,Self-Employed,Doctorate,0,34935,60,0,5,Rent,154,0.5640060593887517,4,0,0.1078975948811811,0,Education,0,16,11,65856,1173,67029,24680,2213.4166666666665,0.7983395358852966,2,42349,0.291435,0.2994165845758846,1129.0142920514818,0.5796533076547488,0,55.0
2032-05-30,45,27814,594,Unemployed,Doctorate,27,14400,60,0,3,Rent,477,0.2463583078250384,6,1,0.0446450556697238,1,Education,0,22,27,1704,183,43525,30057,2317.833333333333,0.8379296927090353,5,13468,0.2224,0.1861628916596056,370.510217638136,0.3656476095368386,0,67.0
2032-06-06,55,65890,638,Employed,Doctorate,33,7893,60,1,0,Own,370,0.580027484889295,2,2,0.6170994163203265,0,Home,0,27,25,9346,651,96003,14243,5490.833333333333,0.829945507838217,3,81760,0.193893,0.1990768089523844,208.7109850581245,0.1053958388328653,1,43.2
2032-07-12,38,27818,634,Employed,Doctorate,15,26465,48,0,0,Rent,479,0.4814802920642601,9,3,0.245289592269553,1,Debt Consolidation,0,24,6,1150,2136,59869,25068,2318.1666666666665,0.8220588946413144,6,34801,0.204465,0.1950158459588596,798.328425329056,0.5510080201290054,0,66.0
2032-09-29,40,56643,604,Employed,Doctorate,19,15849,24,Divorced,3,Rent,399,0.1861878311230835,7,0,0.4405164987701881,0,Debt Consolidation,0,17,12,1542,1182,441258,91492,4720.25,0.7310019462281516,4,349766,0.188849,0.19788448872136,805.0105810827864,0.2550734772698027,1,36.8
2032-10-03,18,79797,625,Employed,Doctorate,0,32624,108,1,1,Mortgage,373,0.2038663163567685,0,1,0.1170565123327778,0,Home,0,29,15,7372,1244,36580,55181,6649.75,0.8855629195470789,9,6024,0.265124,0.3066610206531995,892.1715712000832,0.1902585166660526,0,47.0
2032-10-09,49,100576,564,Employed,Doctorate,31,16871,12,0,1,Mortgage,632,0.3765864677596153,3,2,0.203908638334588,1,Home,0,19,17,11034,478,40113,26208,8381.333333333334,0.597883154374908,6,13905,0.199871,0.1715747156821163,1539.9764397862534,0.2591445004517483,1,50.400000000000006
2032-10-20,21,34051,562,Employed,Doctorate,0,23301,36,1,0,Rent,679,0.117724810353626,5,0,0.0814110288575871,0,Home,0,26,20,3586,1579,71372,22206,2837.583333333333,0.6679071354339364,2,49166,0.2273009999999999,0.2519192517859541,928.8105532998566,0.5666126292795595,0,50.0
2032-10-26,30,23924,615,Employed,Doctorate,10,25106,60,Divorced,0,Rent,581,0.2373402753926182,4,0,0.1822277671376286,0,Education,0,21,24,1629,2236,38035,13656,1993.6666666666667,0.7516518874816679,8,24379,0.2226059999999999,0.2027266351907012,668.9701087454213,0.626970460832012,0,49.0
2032-11-12,18,146490,622,Employed,Doctorate,0,26150,24,1,0,Rent,465,0.3168822255820807,3,2,0.2019016044339342,0,Auto,0,33,16,3909,4343,33428,5083,12207.5,0.6897656709215545,6,28345,0.19015,0.1824281411970088,1308.5853101490052,0.1452865296046696,1,37.6
2032-12-09,32,59582,562,Unemployed,Doctorate,11,16036,36,1,2,Own,770,0.1347223365012556,3,0,0.5195999059809326,0,Auto,0,20,10,1015,133,92458,26020,4965.166666666667,0.7221385781184273,7,66438,0.2200359999999999,0.1960452392090039,592.7287980568765,0.2744578157276109,0,58.0
2032-12-11,27,45183,531,Employed,Doctorate,5,13959,60,0,0,Rent,215,0.5859372543351805,2,1,0.5590055283224529,0,Home,0,23,13,1297,1089,143462,17699,3765.25,0.7762694957402964,4,125763,0.253459,0.2478920817409806,407.9918705510149,0.1654583017199428,0,56.0
2032-12-16,31,21862,602,Employed,Doctorate,4,18154,60,0,0,Own,376,0.1242858323553494,3,0,0.1835539395081256,0,Home,0,26,19,16060,12129,34472,8781,1821.8333333333333,0.8477017818733095,6,25691,0.222154,0.2150788638631057,496.32747469769527,0.4788184839617758,0,48.0
2032-12-20,42,29613,650,Employed,Doctorate,18,16088,96,Divorced,4,Rent,466,0.3036701844395095,1,3,0.4104580239215956,0,Home,0,21,27,9440,10857,54257,74727,2467.75,0.7601063895710394,6,10768,0.226088,0.2429954175890583,381.4448591142728,0.3434079056283144,0,52.0
2033-01-17,24,45464,559,Employed,Doctorate,4,42258,12,0,3,Rent,434,0.1634061445492313,3,2,0.061398580644568,0,Home,0,19,27,1513,375,40507,25773,3788.6666666666665,0.8018647483636784,6,14734,0.227758,0.2325513627165455,3980.682291828794,1.165233756421466,0,50.0
2033-02-03,47,104249,635,Employed,Doctorate,23,29580,36,1,3,Rent,600,0.5053825463741619,3,0,0.1040564339598816,0,Home,0,26,29,268,2587,170024,35761,8687.416666666666,0.9263664199793152,3,134263,0.19708,0.2216380290392041,1132.1817609823893,0.1993897412137159,1,34.4
2033-02-06,21,28866,586,Employed,Doctorate,0,14160,60,1,3,Mortgage,353,0.333507978012624,1,0,0.5258412701503176,0,Other,0,20,27,4111,1423,56972,10801,2405.5,0.8685361541987093,3,46171,0.22616,0.2550727558283377,419.8364109001032,0.321278907046395,0,60.0
2033-02-22,31,80805,519,Employed,Doctorate,6,24401,60,1,2,Rent,244,0.1506676957936946,3,0,0.1136729161771689,0,Other,1,26,10,1382,675,222359,70554,6733.75,0.6874956576891336,6,151805,0.269901,0.2827852306278795,763.8504787532935,0.14967150232089,0,50.0
2033-02-28,35,63481,606,Employed,Doctorate,13,29844,48,Divorced,2,Mortgage,151,0.0043636745084585,1,1,0.4506680485833304,0,Auto,0,21,21,805,1166,291527,6606,2785.083333333333,0.6603972695019865,5,284921,0.221844,0.2211271856228938,942.0946205256788,0.3924818361601432,0,46.0
2033-04-20,54,69669,666,Self-Employed,Doctorate,29,24781,36,Widowed,0,Rent,383,0.5121810861329283,4,2,0.0463470980415455,0,Home,0,25,13,6632,3511,10143,149174,5805.75,0.6673652048621074,2,5599,0.176781,0.1909604527638093,909.5766525134736,0.222637325498596,1,38.400000000000006
2033-06-06,48,80084,642,Unemployed,Doctorate,27,28144,36,0,2,Mortgage,1438,0.375497388948365,1,0,0.1290430227809916,0,Education,0,27,6,1057,176,76022,15727,6673.666666666667,0.9597114402612156,4,60295,0.192144,0.1592596667613796,988.4311706688014,0.363582913541102,1,39.2
2033-06-09,35,26788,609,Self-Employed,Doctorate,14,27727,60,1,1,Rent,221,0.0236816303007733,5,0,0.5768487615153941,0,Home,1,22,17,2365,271,65715,16311,2232.333333333333,0.8028192126739347,4,49404,0.228227,0.2031912878156378,739.5280106300075,0.4302798315499511,0,65.0
2033-06-21,37,21279,634,Employed,Doctorate,19,15600,48,1,0,Mortgage,380,0.1850972882669866,0,0,0.4703075427645536,0,Debt Consolidation,0,23,7,2540,875,11149,18553,1773.25,0.4898730801259449,4,8238,0.1936,0.1905411349145391,466.88741934865726,0.4775905367819863,0,55.0
