ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2027-06-22,25,67471,594,Employed,Bachelor,4,29864,72,1,3,Rent,599,0.1702713918305548,9,1,0.6374849472584984,0,Home,0,25,3,1238,6226,20553,23200,5622.583333333333,0.7947118186462372,4,8338,0.247864,0.2175973909768543,746.113591096308,0.2392340871360391,0,60.0
2027-06-23,60,21874,600,Employed,Bachelor,39,29161,96,0,0,Rent,224,0.4352535701870581,1,2,0.3926171085407127,0,Home,0,27,18,18771,665,27406,33862,1822.8333333333333,0.766165565676201,6,4973,0.264161,0.266475750978948,737.0529262866418,0.5272302786614109,0,54.0
2027-06-27,42,55429,584,Employed,Bachelor,20,10953,36,0,2,Rent,209,0.0960753314635974,0,3,0.3115170652516096,0,Debt Consolidation,0,22,23,3839,1640,21476,4721,4619.083333333333,0.8212468380251756,3,16755,0.203953,0.2138906050319835,414.8461996640728,0.1350584422589055,1,42.400000000000006
2027-07-01,34,41260,569,Employed,Bachelor,10,19877,24,Divorced,2,Mortgage,338,0.201221921042953,2,2,0.0638133368643822,0,Auto,0,19,14,3662,137,262038,10092,3438.333333333333,0.8334509823032532,4,251946,0.210377,0.224721226146405,1035.8222206488829,0.3995605101257051,0,45.0
2027-07-05,40,85390,585,Self-Employed,Bachelor,20,18942,96,Divorced,3,Own,456,0.492232839737279,2,1,0.1647360323661031,0,Home,0,30,4,8908,284,31669,8737,7115.833333333333,0.8723762599332574,5,22932,0.261442,0.3039448663305977,527.5766592711925,0.1382236785484753,0,56.0
2027-07-06,27,43261,603,Employed,Bachelor,5,17883,72,1,2,Mortgage,586,0.2175516234277935,4,1,0.3203172872868179,0,Debt Consolidation,0,26,12,3414,15129,133664,19151,3605.0833333333335,0.8601385299349456,2,114513,0.231383,0.2274860174436337,457.3110610738174,0.2893999845793164,0,48.0
2027-07-07,31,49461,596,Employed,Bachelor,10,30184,84,0,0,Other,241,0.2463430895784937,2,0,0.4592063729050958,0,Home,0,25,13,17157,6531,317687,23074,4121.75,0.922463907784939,7,294613,0.2571839999999999,0.2481455546760827,760.4312211940542,0.2429626302405663,0,51.0
2027-07-13,36,75256,593,Unemployed,Bachelor,14,22830,60,0,1,Rent,357,0.3933728090370384,3,0,0.2002712948019084,0,Other,0,16,16,3579,3797,127684,31007,6271.333333333333,0.919435964518121,4,96677,0.2313299999999999,0.2500952935227057,670.2182634720309,0.1637958323809978,0,53.0
2027-07-21,28,57832,603,Employed,Bachelor,7,16958,48,1,0,Mortgage,413,0.1917258448172214,5,1,0.2232359326597556,0,Home,0,30,14,1411,2960,101533,29775,4819.333333333333,0.9123409203958536,4,71758,0.210458,0.1884437475967416,505.6546415071224,0.1906186142288952,1,36.8
2027-07-23,36,87944,600,Employed,Bachelor,14,21206,120,1,4,Mortgage,497,0.3105880823019851,3,2,0.2821177900743426,0,Auto,0,30,19,6456,266,59985,129672,7328.666666666667,0.6964469780133176,4,3464,0.276206,0.2976274066441673,555.3154438449922,0.143588935301327,0,48.0
2027-07-25,45,41452,607,Employed,Bachelor,22,15407,36,1,2,Rent,876,0.1467044837549695,0,2,0.0398651992966311,0,Other,0,26,18,4140,1118,144344,95288,3454.333333333333,0.8928968182132703,11,49056,0.196907,0.2131469995415884,582.9521845396973,0.4223541979754021,0,47.0
2027-07-29,49,26603,627,Employed,Bachelor,30,40536,48,1,0,Own,409,0.0226698169466781,1,2,0.4754679454750061,0,Debt Consolidation,0,25,15,409,581,87365,34927,2216.9166666666665,0.8869865726319082,6,52438,0.222036,0.2214932752461768,1280.4188544063252,0.7620578977136377,0,52.0
2027-08-04,40,95731,660,Self-Employed,Bachelor,18,29681,36,1,0,Rent,424,0.3425767884002271,6,1,0.454181606823224,0,Home,0,21,3,5006,999,90090,13877,7977.583333333333,0.8034175446648226,5,76213,0.184681,0.1889515817000679,1086.4146512844115,0.1893323564510236,1,42.400000000000006
2027-08-07,23,35827,599,Employed,Bachelor,0,83790,24,0,0,Rent,255,0.5218423141461233,1,1,0.379037311962057,0,Home,1,21,12,655,909,130190,434368,2985.583333333333,0.764700742043254,3,7574,0.25929,0.2244264022200151,4365.207832874538,1.5475059032152974,0,62.0
2027-08-08,43,23860,543,Employed,Bachelor,21,30936,48,1,1,Rent,551,0.3153241968764786,3,1,0.0905088706546711,0,Debt Consolidation,0,26,15,14496,107,14603,21914,1988.3333333333333,0.726348162025158,3,6396,0.254436,0.2675673860284144,1056.292295478388,0.8083615903495666,0,52.0
2027-08-18,30,40833,592,Employed,Bachelor,5,21051,84,1,1,Rent,228,0.4337701550216775,3,1,0.2127933625132321,0,Other,0,22,16,1453,4114,21200,11165,3402.75,0.9422455263466804,3,10035,0.250051,0.2640367512328619,551.872250748626,0.2291888180879071,0,54.0
2027-08-27,25,52729,544,Employed,Bachelor,1,15257,36,Divorced,0,Mortgage,663,0.2325700443880801,3,0,0.5261245469484929,0,Other,0,31,11,1366,673,39675,53405,4394.083333333333,0.8797653990849618,4,5345,0.228257,0.2474612219736502,604.5689435122189,0.2884717578969187,0,58.0
2027-08-30,18,107141,609,Employed,Bachelor,0,6427,120,0,0,Own,486,0.4546083482490274,3,1,0.027907672280564,0,Auto,1,27,16,4749,3087,8188,59445,8928.416666666666,0.8265915089370846,9,1787,0.256927,0.2762781440648859,158.27769569118624,0.0721603526968596,0,53.0
2027-09-03,38,88497,561,Self-Employed,Bachelor,15,27482,24,1,3,Mortgage,468,0.2737600889980078,3,0,0.3234209504442429,0,Other,0,24,9,1661,2139,8851,27118,7374.75,0.8948553865973158,2,8142,0.2219819999999999,0.25417110363515,1472.5138062815563,0.2631294357478635,0,57.0
2027-09-08,30,32017,595,Employed,Bachelor,7,25806,36,1,1,Rent,1112,0.1327104583324394,5,1,0.1503628925302186,0,Education,0,27,12,1060,10296,125881,9094,2668.083333333333,0.8983358459686602,10,116787,0.213306,0.2048095924913928,965.3791851404832,0.778603561285748,0,46.0
2027-09-15,56,28196,642,Self-Employed,Bachelor,36,15905,36,0,0,Mortgage,685,0.0959627289683671,0,0,0.2492134731306428,0,Other,0,18,9,6023,550,49129,34492,2349.6666666666665,0.9266482919024356,5,14637,0.179905,0.1719515351512422,568.6026042403283,0.5335235938035161,0,54.0
2027-09-16,43,52744,635,Employed,Bachelor,22,18083,36,1,1,Rent,301,0.1485659879566839,2,0,0.4175675267753879,0,Debt Consolidation,0,25,11,6523,2655,22855,9208,4395.333333333333,0.8182132216118586,5,13647,0.185583,0.1835680135563255,656.9849800082861,0.2179550235116683,0,52.0
2027-09-17,48,85054,612,Self-Employed,Bachelor,27,27543,36,1,1,Rent,485,0.6832736981659748,5,2,0.118820881861007,0,Education,0,22,23,3214,145,231676,29769,7087.833333333333,0.9499406800345608,8,201907,0.206543,0.2269736575285987,1061.8422706544998,0.2182390863199143,1,37.6
2027-09-18,57,88438,591,Employed,Bachelor,36,32489,36,1,0,Other,409,0.2230083573474918,3,0,0.2142056654753599,0,Auto,0,28,1,12883,3021,56765,19590,7369.833333333333,0.94319335472347,4,37175,0.221989,0.2161286868234527,1234.2723642064798,0.2229727986892258,0,55.0
2027-09-23,44,93643,606,Employed,Bachelor,25,13942,96,1,1,Own,354,0.2636185616411167,1,1,0.351797272566367,0,Home,0,21,25,5896,181,33378,9806,7803.583333333333,0.967303298041104,5,23572,0.245942,0.2629013486493232,349.03002600974526,0.0900906668103002,1,40.0
2027-09-26,39,78824,533,Employed,Bachelor,18,56095,36,0,1,Rent,557,0.1936454609078303,1,0,0.4007092832655927,0,Other,0,19,7,5487,3457,34015,70755,6568.666666666667,0.895456818510346,6,1765,0.274595,0.260023929066863,2260.173864297155,0.4288806248295679,0,56.0
2027-09-27,47,85340,618,Self-Employed,Bachelor,26,12929,60,1,3,Own,599,0.2670679485222146,1,0,0.1746364883367479,0,Debt Consolidation,0,23,22,1775,616,30256,28630,7111.666666666667,0.8052515959982943,8,1626,0.208929,0.1931187470160277,337.6079741330187,0.1317002072837617,1,39.2
2027-09-28,41,39818,539,Employed,Bachelor,19,17142,72,1,1,Other,783,0.0896495006393059,2,1,0.2427655741835989,0,Home,0,27,12,8451,2434,187387,10256,3318.1666666666665,0.9468991820166748,8,177131,0.262642,0.2743472660794865,487.6930553994478,0.3829503406698823,0,48.0
2027-10-03,18,51226,568,Employed,Bachelor,0,20344,60,1,4,Other,986,0.234371194175913,3,0,0.2516258662169508,0,Education,1,27,25,6582,2761,49776,17632,4268.833333333333,0.7946112028637793,6,32144,0.241344,0.232967350465503,576.9806176186659,0.3661376529774722,0,58.0
2027-10-07,42,50534,641,Employed,Bachelor,21,33014,36,1,2,Own,841,0.0932786103576767,1,2,0.6016164047385687,0,Debt Consolidation,0,22,17,3291,1694,4985,12168,4211.166666666667,0.8164000356956888,4,2996,0.197514,0.1802712296562483,1193.9844297604982,0.4832353100313843,0,54.0
2027-10-08,52,33477,582,Employed,Bachelor,30,9800,48,1,3,Mortgage,465,0.2894506435885412,3,0,0.3499418142251747,0,Education,0,24,25,4079,4291,28458,10010,2789.75,0.7567266288161708,6,18448,0.2138,0.2098234182560553,303.37074091445595,0.2754263790355609,0,55.0
2027-10-10,50,31696,561,Self-Employed,Bachelor,24,31116,72,1,3,Mortgage,335,0.2369112658086816,2,1,0.1660427563662544,0,Home,1,21,15,2417,3120,54925,39735,2641.333333333333,0.5623174686595295,4,15190,0.2656159999999999,0.2927562554482057,921.6166731535388,0.4757508858481343,0,60.0
2027-10-15,24,17392,523,Employed,Bachelor,1,8442,48,1,2,Rent,350,0.6105817641285217,1,0,0.1662109064703934,0,Auto,1,15,3,5895,1937,21887,33978,1449.3333333333333,0.7856816990991639,5,2327,0.241942,0.2146809191822564,263.5425035981523,0.4233273943869496,0,63.0
2027-10-18,32,52126,617,Employed,Bachelor,10,55801,96,0,0,Rent,178,0.600363742256459,6,2,0.1601781428769331,0,Home,0,25,29,1683,1963,36883,15157,4343.833333333333,0.9017634112799175,8,21726,0.282301,0.3205356596498124,1619.4384569907672,0.4137908430320609,0,49.0
2027-10-21,65,47545,625,Employed,Bachelor,38,10836,96,1,1,Rent,404,0.1268497721580196,2,0,0.2865809815762685,0,Debt Consolidation,0,20,3,1898,662,62947,23364,3962.0833333333335,0.6043826646549291,5,39583,0.233336,0.1981195180182725,225.7797855557817,0.1589516758159508,0,52.0
2027-10-24,25,77019,613,Employed,Bachelor,2,21443,48,1,1,Rent,269,0.0801188685818729,7,2,0.2864153013190495,0,Auto,0,24,13,401,528,25363,17308,6418.25,0.7519646588328178,3,8055,0.209943,0.199077404172309,651.464684726524,0.1434136539908111,0,48.0
2027-10-25,40,41503,569,Employed,Bachelor,16,20435,48,0,1,Own,269,0.198909808387429,3,1,0.092264557808013,0,Home,0,26,13,2213,148,84754,46182,3458.583333333333,0.8745379835123337,5,38572,0.230935,0.2586948056230728,687.5134432592906,0.2765622080117458,0,50.0
2027-10-26,24,81064,540,Employed,Bachelor,0,34723,120,0,3,Rent,478,0.4889409929602892,2,1,0.5237987685910407,0,Home,1,27,28,8374,686,46886,16754,6755.333333333333,0.838445733976522,4,30132,0.319723,0.3522079601690923,1051.8276503925915,0.2264622002949657,0,64.0
2027-10-27,31,43529,596,Employed,Bachelor,8,11402,72,1,4,Rent,243,0.7447177977805316,1,0,0.1114738750825439,0,Debt Consolidation,0,24,21,333,150,120704,15985,3627.4166666666665,0.9522673836146064,5,104719,0.228402,0.2009187132880646,273.71766029369667,0.1424478376145641,1,39.2
2027-10-31,52,104936,610,Employed,Bachelor,30,30191,36,0,0,Mortgage,352,0.4189992695515728,7,0,0.1760486742594443,0,Debt Consolidation,0,16,8,7835,9328,39277,7082,8744.666666666666,0.8056842175744242,4,32195,0.210191,0.2144363837526553,1144.3364734835889,0.1711141808512147,1,38.400000000000006
2027-11-03,22,23134,629,Employed,Bachelor,0,23599,48,0,0,Rent,292,0.4926761469060841,4,1,0.242065264735432,0,Debt Consolidation,0,19,8,13950,1834,127130,18105,1927.8333333333333,0.7295546779902926,6,109025,0.204099,0.1689675987229016,679.6903075792924,0.5040323200030911,0,49.0
2027-11-06,28,35846,536,Employed,Bachelor,3,16059,24,0,5,Mortgage,404,0.217076688935147,4,1,0.4767443507529141,0,Education,0,23,18,10011,1278,45563,17104,2987.1666666666665,0.7884887348573097,3,28459,0.2230589999999999,0.2352179754097081,845.2289053519687,0.4181985957770358,0,57.0
2027-11-08,44,79076,638,Unemployed,Bachelor,21,23438,48,0,0,Rent,146,0.3924977774121767,2,0,0.2191049099586192,0,Home,0,26,7,4020,4798,27644,47164,6589.666666666667,0.7135506736630248,4,10487,0.199438,0.1805085382708259,689.1142234614352,0.1267308751269313,0,53.0
2027-11-09,37,53789,626,Employed,Bachelor,15,7452,96,0,1,Mortgage,122,0.4028415693797644,0,0,0.1294112428617179,0,Home,0,24,4,1129,2371,79377,4014,4482.416666666667,0.8376831158097954,8,75363,0.229452,0.1995549673388017,155.93649935233404,0.0620059490272733,1,39.2
2027-11-14,49,15000,574,Employed,Bachelor,23,26992,48,1,0,Own,410,0.244256460837658,3,1,0.3056224725371982,0,Other,0,15,19,12148,1782,170175,27356,1250.0,0.8887267129563206,3,142819,0.234992,0.2301657023714421,865.3783877962405,1.0203027102369924,0,52.0
2027-11-17,52,63852,594,Employed,Bachelor,28,22526,84,0,1,Rent,279,0.2815547729072929,1,0,0.3133086169788037,0,Auto,0,38,2,850,982,40031,15253,5321.0,0.7489278935992435,3,24778,0.250526,0.2558321551422942,578.5965062009377,0.1611720552905352,0,58.0
2027-11-21,41,21540,552,Employed,Bachelor,21,34229,60,1,2,Mortgage,237,0.1457618621266657,3,0,0.2299022383722453,0,Auto,0,16,13,4795,7894,64251,87600,1795.0,0.8923148855196559,1,1402,0.263229,0.3137822420933963,1136.5753502169712,0.7652230363325745,0,53.0
2027-11-22,37,22586,541,Employed,Bachelor,16,29990,60,Divorced,1,Own,329,0.4119608836339317,1,1,0.1283441393464474,0,Auto,0,24,1,854,1334,142452,64993,1882.1666666666667,0.8386701253497955,9,77459,0.26449,0.317388,1002.5511879157508,0.7074565773040382,0,55.0
2027-12-02,18,94299,541,Employed,Bachelor,0,9976,36,0,1,Mortgage,292,0.0475984497629705,3,0,0.3297493032475629,0,Education,0,20,9,5384,2365,175610,13033,4263.25,0.8643229881215581,6,162577,0.224476,0.209863666163753,375.7766443772156,0.1566355818629486,1,39.2
2027-12-03,40,59611,479,Employed,Bachelor,16,20267,84,1,0,Mortgage,414,0.5092031386858855,5,1,0.2525005041591523,0,Auto,0,23,15,13248,4093,19856,35042,4967.583333333333,0.7551434066714564,6,9443,0.305767,0.3085175337233359,591.1474225521612,0.2023413308051523,0,53.0
2027-12-11,32,140693,550,Employed,Bachelor,10,20151,72,1,3,Rent,279,0.368385497940767,0,0,0.5148702653218534,0,Home,0,20,16,2792,1024,42976,26843,11724.416666666666,0.7648256984093569,2,16133,0.260151,0.2497146828598459,542.4583132232123,0.0700638962754262,1,44.8
2027-12-13,48,39893,514,Self-Employed,Bachelor,26,20849,96,0,1,Rent,485,0.0437842633295762,5,1,0.2615204331569759,0,Education,0,23,27,951,4001,59116,11961,3324.4166666666665,0.630756738048352,4,47155,0.298849,0.3219663726969783,607.1914507286729,0.3285362697401568,0,55.0
2027-12-25,26,29237,448,Employed,Bachelor,2,16219,120,0,2,Mortgage,423,0.2584119655672177,2,0,0.4636932125404659,0,Auto,0,26,28,547,823,9207,23432,2436.4166666666665,0.8935862999563801,3,9016,0.347219,0.3691308070809252,512.4216619176019,0.3839333701477998,0,58.0
2027-12-30,44,29564,648,Employed,Bachelor,20,8194,72,Divorced,0,Other,124,0.2496395778179068,2,1,0.1573836340384246,0,Debt Consolidation,0,19,1,5783,6292,12075,68366,2463.6666666666665,0.7535424082157888,3,7659,0.199194,0.1593552,177.4521736344961,0.1223591558521835,0,53.0
2027-12-31,46,19317,630,Unemployed,Bachelor,21,47274,60,0,5,Mortgage,543,0.3545943473506144,1,1,0.2362773630867244,0,Home,0,16,27,575,3124,504238,182858,1609.75,0.6802124894852072,6,321380,0.2372739999999999,0.246661082628139,1378.3159083330495,1.193549251954061,0,48.0
2028-01-06,18,24815,557,Self-Employed,Bachelor,0,40603,48,0,2,Mortgage,730,0.2434193897894831,6,1,0.033747308494546,0,Home,0,18,14,3883,379,158874,3767,2067.9166666666665,0.7777763310900212,4,155107,0.2571029999999999,0.2717761619542542,1396.0605733833684,1.0281171420753743,0,51.0
2028-01-07,41,50859,555,Employed,Bachelor,17,18562,48,0,4,Mortgage,167,0.2235157294173878,3,0,0.2060704353526617,0,Home,0,24,26,11317,640,176267,14189,4238.25,0.9256322025365536,7,162078,0.236062,0.2333503205333376,598.3518151716904,0.1805820362582883,1,38.400000000000006
2028-01-09,35,121765,488,Employed,Bachelor,13,54177,48,1,1,Other,539,0.4242483056757621,3,0,0.6430243157946582,1,Debt Consolidation,0,31,18,2482,2071,44869,43436,10147.083333333334,0.7488776462899113,5,1433,0.305177,0.2441416,1778.6970087421294,0.2284101679867413,0,69.0
2028-01-13,54,114719,639,Employed,Bachelor,34,15745,96,1,2,Mortgage,367,0.2526836184706919,6,2,0.1797936411153593,0,Education,0,26,19,4315,1589,180741,22420,9559.916666666666,0.8913589699090032,4,158321,0.231245,0.2345476763244324,364.6024666497855,0.0765281217566177,1,33.6
2028-01-14,24,45448,569,Employed,Bachelor,5,21018,48,0,5,Rent,224,0.079114712180113,1,0,0.0913146489009815,0,Other,1,25,22,4035,5198,115262,16867,3787.3333333333335,0.7188760116956264,6,98395,0.231518,0.217086565686575,658.8748237476185,0.2331125216724921,0,54.0
2028-01-17,38,47017,497,Self-Employed,Bachelor,14,11272,36,Divorced,1,Rent,205,0.764348693391369,2,0,0.3906986001795878,0,Auto,0,29,7,1027,3105,85947,102998,3918.0833333333335,0.881154944800438,4,1694,0.247772,0.238298560460838,441.22635701445927,0.1649343064035032,0,61.0
2028-01-24,40,26862,557,Employed,Bachelor,20,10944,120,1,2,Mortgage,462,0.1493855979897508,2,1,0.396999529376361,0,Home,0,12,16,630,1047,35593,17513,2238.5,0.903376521336432,6,18080,0.287444,0.3130167073651944,299.0794090687908,0.3399952687374539,0,55.0
2028-02-02,47,64029,632,Employed,Bachelor,26,27940,24,1,2,Rent,525,0.4983782444991547,5,1,0.1438243751736439,0,Other,0,24,15,6752,663,20390,3963,5335.75,0.8276774409485831,3,16427,0.18694,0.164103391362119,1373.5136580743338,0.3558100844444237,0,48.0
2028-02-13,36,81996,628,Self-Employed,Bachelor,14,11421,12,Divorced,1,Mortgage,436,0.4815070735441783,4,0,0.0473637646157599,0,Debt Consolidation,0,32,19,5444,216,85045,1699,6833.0,0.906964180655698,5,83346,0.162421,0.151115731594029,1031.4415750219746,0.2147580235653409,1,38.400000000000006
2028-02-14,33,15000,569,Employed,Bachelor,13,9049,36,0,0,Own,711,0.1351568402019108,3,2,0.436189565979879,0,Debt Consolidation,0,30,16,3092,533,28335,33118,1250.0,0.8056318598435693,7,6428,0.209549,0.1716765431565432,323.37707500642813,0.8275016600051426,0,57.0
2028-02-19,57,31276,595,Employed,Bachelor,36,62137,60,1,2,Mortgage,244,0.2466583052684615,2,3,0.6845294728368664,0,Debt Consolidation,0,26,23,4555,2123,70251,21976,2606.333333333333,0.7582669803305,3,48275,0.269637,0.2435982949896251,1800.5565050475532,0.7844570296895587,0,59.0
2028-02-25,56,25532,645,Employed,Bachelor,35,21746,96,1,1,Mortgage,411,0.3328532876428931,6,1,0.468749187932769,0,Education,0,19,14,728,606,28850,36116,2127.6666666666665,0.8161180702161444,3,6440,0.234246,0.2417319262264477,513.7887521770565,0.4346492646923343,0,55.0
2028-02-26,45,20149,516,Self-Employed,Bachelor,24,33034,60,0,0,Mortgage,207,0.3554985829924936,3,1,0.3637633838786636,0,Debt Consolidation,0,23,13,1863,3074,154738,28152,1679.0833333333333,0.8927915428979682,4,126586,0.280034,0.2809335452587746,1030.4019520017691,0.7369508870922244,0,55.0
2028-03-06,67,25536,655,Self-Employed,Bachelor,47,19190,72,1,1,Rent,266,0.6568591829483329,4,1,0.1696408032996573,0,Home,0,25,27,1987,254,52469,4278,2128.0,0.5295344967173237,7,48191,0.2066899999999999,0.2176595245605991,479.5080239309439,0.3503327180126616,0,51.0
2028-03-07,37,101743,583,Employed,Bachelor,14,54428,108,1,0,Mortgage,849,0.3068583992125714,4,1,0.5376996722870557,0,Education,1,27,12,3856,58,41888,34417,8478.583333333334,0.7431031875786116,3,7471,0.307928,0.3636879634944042,1717.892868542017,0.3027502080978957,0,63.0
2028-03-08,38,32422,633,Self-Employed,Bachelor,17,6692,36,0,1,Own,184,0.0516058563583033,5,1,0.2235146608508458,0,Other,0,28,2,4813,236,104747,174850,2701.833333333333,0.6324087951987744,3,3700,0.175192,0.197197085841199,247.74400646053863,0.1597966836569756,0,56.0
2028-03-09,51,49189,640,Employed,Bachelor,27,49833,60,Divorced,1,Rent,375,0.2797382304784999,3,0,0.3289388328763811,0,Debt Consolidation,0,23,8,12556,352,67080,10505,4099.083333333333,0.9563779500974228,4,56575,0.234833,0.2574965806697075,1484.646778304747,0.4536738160901211,0,51.0
2028-03-12,18,81763,526,Unemployed,Bachelor,0,27389,60,1,1,Mortgage,337,0.4269856656037138,4,1,0.2584038361867072,0,Education,0,24,5,4774,976,7092,23504,6813.583333333333,0.6520081608997383,11,1202,0.269389,0.2870568570864188,864.4770560937773,0.1763355634348706,0,57.0
2028-03-13,32,28739,493,Employed,Bachelor,7,13958,36,1,0,Mortgage,462,0.5701617764940174,6,0,0.3524961293411373,0,Education,0,29,16,1570,1995,442697,20807,2394.9166666666665,0.8608335637541755,5,421890,0.2524579999999999,0.2019664,520.1288528506594,0.4100889465259025,1,40.8
2028-03-18,18,76837,629,Employed,Bachelor,0,44372,96,1,0,Own,307,0.3745268164083188,6,1,0.3309468838847164,0,Other,0,25,20,685,583,131372,24014,6403.083333333333,0.9482082416160746,2,107358,0.264872,0.2998159539146992,1223.060183990583,0.2389567813408513,0,47.0
2028-03-20,30,15000,550,Self-Employed,Bachelor,9,29870,72,0,3,Own,496,0.0866592867787922,3,2,0.0996889490114799,0,Debt Consolidation,0,24,8,765,354,8026,25521,1250.0,0.9264848791555224,3,6928,0.26987,0.2633237882337869,829.2056368310214,1.060164509464817,0,55.0
2028-03-22,41,77761,627,Employed,Bachelor,18,20114,12,1,0,Mortgage,289,0.2307461810064387,1,0,0.0253161606858142,0,Other,0,18,19,2127,506,51593,22051,6480.083333333333,0.749487005938628,3,29542,0.171614,0.202951686523667,1866.093073480531,0.3325718146855927,1,37.6
2028-03-23,49,29456,543,Employed,Bachelor,24,19456,24,0,1,Mortgage,252,0.5135361047968341,1,0,0.2406129189007562,0,Home,0,17,8,5789,710,80174,22032,2454.6666666666665,0.9004945053330724,4,58142,0.222956,0.237298432836741,1026.0385386870284,0.5206566561734228,0,54.0
2028-03-26,38,135798,493,Employed,Bachelor,16,11986,48,0,0,Rent,152,0.3755040817342905,3,3,0.6272700724277875,1,Auto,0,23,27,2045,437,57614,21360,11316.5,0.8581467559922645,6,36254,0.260486,0.2948886405172785,428.0119064397842,0.0512536478981826,1,54.400000000000006
2028-03-28,23,61108,490,Employed,Bachelor,0,20405,48,1,1,Rent,303,0.1208906642021149,0,1,0.1613290333211008,0,Auto,0,18,21,630,1337,40874,5169,5092.333333333333,0.8654145986194021,3,35705,0.270405,0.3114358538132938,748.3360900175411,0.2064546880966566,0,49.0
2028-03-29,31,23009,597,Employed,Bachelor,12,49960,24,1,0,Mortgage,1124,0.4976923550394083,4,1,0.2465775645138124,0,Education,0,21,1,4372,64,790204,38019,1917.4166666666667,0.6225797755963256,4,752185,0.22646,0.2390228339410806,2639.004038082974,1.9625385048022808,0,51.0
2028-03-31,43,103451,509,Unemployed,Bachelor,21,34269,72,Divorced,0,Rent,379,0.3455046779777317,1,0,0.2705754726436344,0,Auto,0,25,15,5385,923,20522,14465,8620.916666666666,0.829652494331579,5,6057,0.294769,0.3037476020456198,1039.2477359122877,0.1645124052058216,0,54.0
2028-04-01,42,65339,563,Unemployed,Bachelor,16,23423,60,1,2,Own,313,0.1836834627798394,3,0,0.3241525671621874,0,Education,0,20,20,1507,1959,84279,11010,5444.916666666667,0.6174300084398489,2,73269,0.246923,0.2438699503648626,679.1037635901281,0.1822073365536897,0,54.0
2028-04-03,37,112460,585,Self-Employed,Bachelor,14,8539,36,1,3,Mortgage,315,0.3905651733981381,5,1,0.2529291651759682,0,Home,1,20,8,2368,314,84527,11722,9371.666666666666,0.6310502225342768,9,72805,0.201039,0.1989123976381444,316.8668370038029,0.0674231019388728,1,47.2
2028-04-04,18,21184,472,Employed,Bachelor,0,12957,60,0,2,Rent,735,0.2481180213021751,3,1,0.2812904534120634,0,Education,0,18,19,3243,4559,27071,3550,1765.3333333333333,0.9266163362361536,7,23521,0.281957,0.2396654639493017,372.49497983077447,0.6273574281518737,0,54.0
2028-04-05,42,68804,603,Employed,Bachelor,17,28024,36,1,0,Own,187,0.0642730262611951,4,3,0.2377228653916062,0,Home,0,20,6,13050,404,57799,36971,5733.666666666667,0.6928673883798272,4,20828,0.211524,0.2252021688415363,1077.8059005854652,0.2205928551686759,0,50.0
2028-04-17,39,30768,584,Employed,Bachelor,17,10871,12,1,3,Mortgage,117,0.403285546382594,5,3,0.1840368417665147,0,Auto,0,27,4,2449,504,911564,74792,2564.0,0.7779849014743843,2,836772,0.183871,0.1745380668734633,993.829567987342,0.4332408611495094,1,37.6
2028-04-18,43,50478,522,Employed,Bachelor,23,31000,36,1,3,Mortgage,741,0.1579884312945178,5,1,0.103666849499472,0,Home,0,25,2,5264,1898,152008,35634,4206.5,0.6641708342770636,9,116374,0.255,0.2508491836549405,1233.947310129592,0.4694989445214768,0,49.0
2028-04-27,33,67974,513,Unemployed,Bachelor,13,22872,48,1,4,Mortgage,187,0.1705060070693976,7,1,0.1691708621848589,0,Education,0,24,19,4842,4663,12674,22093,5664.5,0.7645699983572188,4,10763,0.261372,0.2945412053530694,816.2833414755929,0.1771177229191619,0,52.0
2028-04-28,52,79287,646,Self-Employed,Bachelor,30,36529,36,0,0,Mortgage,336,0.0169362182822615,3,1,0.2182856661214276,0,Home,0,28,3,1687,1889,352945,53759,6607.25,0.9118520592227518,7,299186,0.198529,0.1827223564693483,1325.6048578636303,0.2514820625621295,1,38.400000000000006
2028-04-29,34,59025,569,Employed,Bachelor,11,14968,24,0,0,Mortgage,263,0.3276129996549948,5,1,0.6936031927793662,0,Auto,0,20,14,15795,800,302044,21002,4918.75,0.951762661113588,4,281042,0.205468,0.2177698819938469,774.8647837896972,0.2110017349508914,1,41.6
2028-05-03,45,65222,586,Employed,Bachelor,20,18698,96,1,5,Own,760,0.7912352289652577,2,1,0.1853203242106745,0,Other,0,20,28,1472,85,33105,4564,5435.166666666667,0.8519477494310087,3,28541,0.260698,0.2390108226737292,438.4362579728327,0.220496689700929,1,41.6
2028-05-04,18,112542,504,Employed,Bachelor,0,44391,60,1,2,Rent,240,0.720288495054653,3,0,0.2194805697230616,0,Home,0,25,6,567,2977,49509,17024,9378.5,0.7649663123724354,6,32485,0.2973909999999999,0.28095270543281,1384.702717018379,0.1732369480213657,0,55.0
