ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2028-09-17,52,16492,573,Employed,High School,30,34963,36,0,3,Own,603,0.3646302558795478,3,1,0.326951957022522,0,Home,1,16,18,10541,305,13850,35861,1374.3333333333333,0.9822417545485088,1,4991,0.233463,0.2682740265725102,1424.1365204422302,1.474996255475792,0,62.0
2028-09-23,51,128850,628,Self-Employed,High School,31,40127,36,0,1,Other,199,0.1998179428377922,4,1,0.4385320531267404,0,Debt Consolidation,0,23,19,8576,1773,111911,15856,10737.5,0.8998168225593484,6,96055,0.211127,0.2236585847558021,1540.0735604777403,0.1619626133157383,1,40.8
2028-09-30,35,34600,401,Employed,High School,14,11150,48,0,2,Mortgage,577,0.1027584083884921,4,2,0.3972603518518894,0,Debt Consolidation,0,25,24,3479,1003,60699,1344,2883.333333333333,0.74208221999548,6,59355,0.30565,0.3422755422741187,429.339848093588,0.349019600494886,0,52.0
2028-10-01,51,61579,577,Employed,High School,30,4326,24,1,4,Own,966,0.330172645652394,4,0,0.348927533760873,0,Debt Consolidation,0,19,28,3096,2781,99164,21738,5131.583333333333,0.4874412267478468,9,77426,0.190826,0.1818262353784251,216.35358286000948,0.2304071679358241,1,41.6
2028-10-02,45,74547,587,Employed,High School,25,31639,48,1,1,Mortgage,294,0.2995147328451442,1,4,0.2440941967060224,0,Education,0,35,2,3066,788,59639,7349,6212.25,0.6066607786912931,5,52290,0.233139,0.2441070784804828,1038.6863674478311,0.2145255531325737,0,54.0
2028-10-06,58,36973,571,Employed,High School,35,27526,48,1,3,Rent,194,0.5618594253713475,1,1,0.0738705889881997,0,Home,0,23,20,10531,209,29232,4085,3081.083333333333,0.5565448644904266,1,25147,0.237026,0.25405194693341,918.914862092178,0.3612089455847818,0,52.0
2028-10-07,50,37868,491,Employed,High School,27,36931,36,1,2,Rent,217,0.273297944066677,5,5,0.4406783655641524,0,Auto,0,27,19,2349,7021,41374,8688,3155.6666666666665,0.7324072919310773,6,32686,0.276431,0.2775020254780045,1522.618995649132,0.5512682990332096,0,57.0
2028-10-08,49,33925,651,Employed,High School,27,34260,24,0,0,Mortgage,269,0.1134597158768512,4,2,0.2508978774387763,0,Auto,0,24,21,1315,292,36916,37656,2827.083333333333,0.8152635629864826,1,3494,0.18376,0.1734509369255725,1699.578313227085,0.6963283642955053,0,46.0
2028-10-15,44,77888,536,Employed,High School,24,37704,60,0,1,Other,516,0.3579062036533684,3,1,0.1535051149781715,0,Auto,0,33,20,987,4436,75623,22531,6490.666666666667,0.7638700814839887,6,53092,0.274704,0.2530586648757483,1113.4335201684548,0.2510425513817463,0,48.0
2028-10-23,36,18509,566,Employed,High School,12,10660,60,Divorced,1,Mortgage,248,0.5101760121662644,5,0,0.130050955042957,0,Debt Consolidation,0,18,6,2337,1288,23529,15791,1542.4166666666667,0.8726615477193675,2,7738,0.2326599999999999,0.2528836171520947,314.68980818839145,0.3648105083073476,0,55.0
2028-10-25,46,25933,600,Employed,High School,27,15006,48,Divorced,0,Own,411,0.254812408968284,2,1,0.4280237073062159,0,Auto,0,18,1,40269,2140,42409,50114,2161.083333333333,0.8873371341333998,7,4942,0.210006,0.1746049317109007,436.5820989513936,0.3922024134275526,0,59.0
2028-10-27,66,29798,631,Employed,High School,43,29294,48,0,1,Mortgage,443,0.4048862433424481,1,1,0.6077871135703672,1,Home,0,19,29,1041,217,58314,72244,2483.1666666666665,0.9071244468909714,1,6812,0.208794,0.2004495512234034,892.1288305665611,0.5376718560574111,0,70.0
2028-10-28,46,20237,616,Employed,High School,28,22711,36,1,0,Own,372,0.5415315883830846,4,1,0.3192194093246794,0,Debt Consolidation,0,34,9,4280,859,22582,8554,1686.4166666666667,0.8758381134273903,8,14028,0.199711,0.1915548062513296,834.2812753309167,0.7152925484988387,0,55.0
2028-11-01,37,43860,580,Employed,High School,17,22714,48,Divorced,1,Other,1034,0.6268645361909038,5,2,0.4092482188076619,0,Home,0,35,18,4779,1598,129316,14915,3655.0,0.7784143990864046,8,114401,0.227714,0.2424309474035389,743.5739637779978,0.4863403457668941,0,55.0
2028-11-03,42,78362,543,Employed,High School,17,37443,60,1,3,Mortgage,192,0.5091880582915111,1,1,0.3448803724924673,0,Auto,0,21,4,1435,1618,13010,10179,6530.166666666667,0.8911947443295891,6,2831,0.270943,0.2602547248058219,1121.625703534114,0.2011626610143866,0,58.0
2028-11-05,62,61883,628,Employed,High School,40,14855,60,1,0,Other,194,0.0886841015697015,2,4,0.1222561532831849,0,Education,0,28,11,16746,1289,407507,11118,5156.916666666667,0.8288321377239181,2,396389,0.205855,0.2358498463918031,423.77721203622616,0.1197958493355964,0,40.0
2028-11-07,49,111439,597,Employed,High School,27,20504,84,Divorced,2,Own,609,0.4300515606892665,5,1,0.4109396048631383,0,Auto,0,23,10,3972,1526,38550,59530,9286.583333333334,0.8754326244432983,8,1916,0.247004,0.2296497475364751,492.6149189975473,0.1186243507925462,1,44.8
2028-11-08,32,49139,490,Employed,High School,11,29966,48,0,3,Mortgage,477,0.1824984493594401,1,2,0.1733957029685165,0,Education,0,24,28,5361,1110,19595,11013,4094.9166666666665,0.8582491526913936,2,8582,0.279966,0.2419335613329246,980.1525522385492,0.3558442505314025,0,50.0
2028-11-11,18,26133,601,Employed,High School,0,28780,36,1,0,Other,302,0.4434023002729229,2,0,0.0605381818996082,0,Auto,0,27,3,3449,181,19452,212038,2177.75,0.6888963618306274,7,10140,0.21328,0.2007615269035669,1070.6849729628912,0.630322568230004,0,53.0
2028-11-12,64,54898,575,Employed,High School,43,21387,24,Widowed,1,Rent,249,0.0893626818062613,2,0,0.3767475724504391,0,Debt Consolidation,0,26,1,4282,234,32081,13976,4574.833333333333,0.8118331689606018,8,18105,0.208887,0.2189011527393997,1108.3578859383183,0.2967010570742071,0,57.0
2028-11-17,41,91269,566,Self-Employed,High School,17,17474,96,Divorced,5,Other,222,0.3829988253896297,7,1,0.2501531310451308,0,Auto,1,32,7,17111,1240,75965,7347,7605.75,0.929408760336378,2,68618,0.269474,0.2339144634206242,403.9197210105956,0.0822955949131375,0,59.0
2028-11-18,44,26151,535,Employed,High School,22,31391,84,1,1,Mortgage,355,0.4496426035179344,2,6,0.1919966309614321,0,Other,0,29,27,2277,295,31008,3472,2179.25,0.7560099580933013,4,27536,0.288891,0.3042490138844993,906.5490224520788,0.5788913720096724,0,53.0
2028-11-23,27,16726,556,Employed,High School,5,15691,12,0,3,Own,129,0.2488229021038854,1,2,0.2115372083546178,0,Home,0,28,14,1716,1284,90440,35936,1393.8333333333333,0.7328120881730353,4,54504,0.202691,0.1962335573396721,1450.701044790707,1.1333500261561933,0,52.0
2028-12-01,33,23003,539,Employed,High School,12,27415,72,0,2,Mortgage,180,0.2004834689114759,1,0,0.0278190416647142,0,Home,0,20,7,703,460,221462,40788,1916.9166666666667,0.8239699994234301,3,180674,0.272915,0.2820256449310223,793.2549103035685,0.5077189463827684,0,49.0
2028-12-04,19,32280,504,Employed,High School,0,12899,24,1,2,Other,1660,0.3065050125857262,4,1,0.1069159895441294,1,Home,0,20,11,2954,1295,75414,18190,2690.0,0.7691072010561123,2,57224,0.2358989999999999,0.2830787999999999,710.0319929181786,0.881052785471442,0,61.0
2028-12-11,36,36404,510,Employed,High School,13,46377,48,1,1,Mortgage,263,0.2011893610917663,5,0,0.1011834787822274,0,Home,0,21,1,2946,486,32646,5582,3033.6666666666665,0.8147045866487445,2,27064,0.286377,0.3099759829212446,1696.8658265915278,0.6460386199071073,0,55.0
2028-12-12,59,36976,573,Employed,High School,36,20908,36,1,1,Mortgage,506,0.3510338815706774,3,1,0.3308414028057481,0,Home,0,24,7,2021,728,20770,26917,3081.333333333333,0.9723944989844374,4,10313,0.219408,0.2100435587084556,787.757068753491,0.4198692347750403,0,56.0
2028-12-13,44,38865,498,Unemployed,High School,20,10185,60,0,2,Mortgage,266,0.3758362879807056,3,0,0.2810992903105918,0,Education,0,30,27,1741,100,76579,50224,3238.75,0.8239401869097999,6,26355,0.266185,0.2806237431336174,317.50169943085325,0.1801626242935864,0,56.0
2028-12-14,29,54117,572,Employed,High School,8,17640,48,1,1,Mortgage,263,0.250972527946715,4,2,0.1055246104714698,0,Home,0,25,16,2744,467,36656,11966,4509.75,0.969865519874488,5,24690,0.22664,0.1836596266147873,521.5544090090824,0.1739684924905111,1,40.0
2028-12-20,18,44079,520,Employed,High School,0,15202,48,1,3,Own,481,0.1744737912342883,2,0,0.2245470074035845,0,Education,0,23,24,2167,1231,77817,71101,3673.25,0.8629930245219252,8,6716,0.250202,0.2700176133487599,521.175141536429,0.2728306381369166,0,52.0
2028-12-21,32,58240,532,Employed,High School,8,22602,60,0,2,Own,305,0.3022175666769309,5,3,0.1549109393819547,1,Other,0,24,19,11165,1065,110189,29969,4853.333333333333,0.8794976520442966,8,80220,0.261602,0.2394664096165059,649.5137313615527,0.1966717853080122,0,60.0
2028-12-24,40,56740,532,Employed,High School,18,27385,72,0,2,Rent,117,0.1570545477825675,5,1,0.4559116445203427,0,Auto,0,29,24,1823,3072,183810,40027,4728.333333333333,0.865879122530535,7,143783,0.276385,0.243755462009355,727.2161607996121,0.1785441298835979,1,40.8
2028-12-27,42,59040,542,Employed,High School,21,24557,24,0,0,Rent,781,0.1555239298036271,2,1,0.0193417353188885,0,Other,1,26,25,17100,1305,18405,82306,4920.0,0.8873133241003588,6,7439,0.2285569999999999,0.2604077332375048,1323.5027908449115,0.4277444696839251,0,55.0
2028-12-29,33,105202,545,Employed,High School,8,37060,48,Divorced,0,Rent,818,0.1526491435525134,8,0,0.0870657821434043,0,Auto,0,25,28,5302,868,45598,4401,8766.833333333334,0.6969529219367255,6,41197,0.25956,0.245096681886349,1218.6898366675762,0.2323176179161129,0,48.0
2029-01-02,38,23902,619,Employed,High School,16,19769,60,0,1,Own,386,0.4244284426157153,1,0,0.0572103988470498,0,Auto,0,20,1,5574,1898,76510,4269,1991.8333333333333,0.6621058229811827,2,72241,0.215269,0.196807623971553,520.2522410336854,0.4549839717347597,0,52.0
2029-01-03,66,45208,633,Employed,High School,42,25607,60,Divorced,4,Other,393,0.0921033473303792,5,1,0.336020647206475,0,Debt Consolidation,0,15,24,10673,1194,16165,54638,3767.3333333333335,0.86771061024862,8,8782,0.214107,0.1712856,638.1713589654811,0.273713862758489,0,51.0
2029-01-05,18,15000,532,Unemployed,High School,0,17362,48,1,4,Rent,645,0.1267553470289835,2,0,0.5393892403571353,0,Debt Consolidation,0,20,5,1734,575,34188,13670,1250.0,0.8708920019276697,3,20518,0.246362,0.2580438382814232,583.4907155627878,0.9827925724502304,0,64.0
2029-01-09,30,45609,560,Employed,High School,7,24971,36,Divorced,0,Rent,334,0.0687833665561226,3,0,0.1755099505759893,0,Home,0,22,5,2314,5982,387693,24047,3800.75,0.902713262287598,7,363646,0.2299709999999999,0.2485770682595596,990.9643342889108,0.3486060209929384,0,46.0
2029-01-12,49,68363,573,Unemployed,High School,26,36902,72,0,0,Other,551,0.046825807491493,6,1,0.5353872711729531,0,Auto,0,31,10,3268,893,71893,6453,5696.916666666667,0.5723523174787892,0,65440,0.265402,0.2514484164737588,997.3179963131624,0.2717817526404334,0,58.0
2029-01-14,23,33136,480,Employed,High School,2,20181,48,0,4,Mortgage,489,0.1962732051360985,8,1,0.0807687007717628,0,Home,0,19,9,6314,734,115327,52922,2761.333333333333,0.9222109548333424,5,62405,0.275181,0.2828859339254101,706.6877246496381,0.4330110060295647,0,49.0
2029-01-24,49,49505,574,Employed,High School,25,25809,108,1,2,Mortgage,606,0.0959241442252076,6,1,0.1632202950079434,0,Home,0,31,29,1799,1301,53514,70335,4125.416666666667,0.846128068750551,2,5704,0.283809,0.2922888617198383,679.1283218713636,0.3115147937068248,0,50.0
2029-01-25,20,33818,540,Employed,High School,0,30359,12,1,3,Own,295,0.1533900289609242,2,2,0.0675754561828907,1,Auto,0,19,15,2571,242,41818,56820,2818.1666666666665,0.9144113354007763,1,4345,0.225359,0.198952899917295,2810.769776235616,1.102053264972127,0,62.0
2029-01-28,35,78239,548,Unemployed,High School,13,26726,36,1,0,Mortgage,124,0.2069424497595727,3,1,0.2876168286430796,0,Home,0,32,2,941,450,116068,13332,6519.916666666667,0.8609000284007665,7,102736,0.237726,0.2108211530179074,1008.0309993456392,0.1736266055566619,0,55.0
2029-02-01,44,47358,610,Employed,High School,22,18530,84,0,2,Mortgage,250,0.1617018510206402,4,2,0.4487156611499387,1,Debt Consolidation,0,20,10,2142,779,64188,54400,3946.5,0.8909620383613284,8,9788,0.23853,0.2296535312545872,445.19334058808295,0.1761544002503694,0,65.0
2029-02-10,51,77705,635,Employed,High School,28,20087,120,1,0,Rent,306,0.0961210062636357,1,1,0.4577455473251203,0,Education,0,19,14,5924,501,40432,20819,6475.416666666667,0.6745636339851392,3,19613,0.257587,0.2668829903418559,481.08497015824514,0.1215497026175785,0,52.0
2029-02-11,37,61334,604,Employed,High School,14,38178,36,1,1,Rent,401,0.4050449755408051,3,1,0.149694470616822,0,Home,0,34,2,6308,3315,89760,34553,5111.166666666667,0.9706481071309516,3,55207,0.2211779999999999,0.2522047950350819,1522.4060706595938,0.3763144886672176,0,50.0
2029-02-14,28,23958,561,Employed,High School,4,31199,36,1,4,Rent,283,0.4036485061182005,5,1,0.2012937742941396,0,Education,0,12,11,1719,1375,56819,11772,1996.5,0.9422718892291034,6,45047,0.235699,0.2542554175427634,1247.499357490884,0.7665912133688375,0,55.0
2029-02-15,43,109767,627,Employed,High School,18,19062,72,1,1,Mortgage,343,0.1460645834629707,3,0,0.2905980781132548,0,Other,0,18,4,327,3271,64931,18750,9147.25,0.715302545717225,5,46181,0.220562,0.2309723042361411,491.4472493106607,0.0912238376900883,0,50.0
2029-02-22,46,100621,568,Unemployed,High School,24,14037,60,0,2,Mortgage,602,0.4683553640106342,1,4,0.3215405151558628,0,Debt Consolidation,0,14,2,4837,916,95836,40697,8385.083333333334,0.8955666686658355,3,55139,0.235037,0.2509887456844265,412.81860076008365,0.1210266565540096,0,59.0
2029-02-24,21,44398,510,Employed,High School,2,11015,96,1,0,Rent,472,0.1989355147767658,2,2,0.1515666991111217,0,Auto,0,26,8,1630,414,35641,43873,3699.8333333333335,0.9062318166565224,2,9270,0.291015,0.3120023642582354,313.0254738739483,0.2121786045877602,0,51.0
2029-02-25,38,62891,538,Self-Employed,High School,18,15867,60,1,3,Mortgage,1309,0.1912871886633127,1,0,0.4334305468874892,0,Debt Consolidation,0,28,28,1869,1405,282886,9470,5240.916666666667,0.8394941795363907,1,273416,0.251867,0.2240490226626453,441.8898868105253,0.3340808484795328,1,41.6
2029-02-26,34,26793,549,Employed,High School,13,12644,72,1,0,Rent,305,0.3929419923814727,4,0,0.0607350484557975,0,Home,0,14,19,4903,3420,114421,5889,2232.75,0.6286446177340896,9,108532,0.253144,0.3032294828753254,383.0204973990309,0.3081493662071575,0,48.0
2029-03-01,18,29092,537,Employed,High School,0,24566,60,1,2,Own,307,0.4262804672209332,4,2,0.3987918376802798,0,Education,1,22,12,11598,363,28691,21553,2424.333333333333,0.8672181593165752,7,7138,0.261066,0.2552447479823929,728.6176971933082,0.4271762809817028,0,63.0
2029-03-06,60,32283,645,Self-Employed,High School,42,30220,48,Divorced,0,Other,353,0.37204412538278,2,1,0.1995327893810364,1,Debt Consolidation,0,26,27,7135,1598,146177,10998,2690.25,0.8544457888513712,5,135179,0.20272,0.222652126406873,956.4701483774058,0.4867466400436412,0,59.0
2029-03-07,18,22103,441,Employed,High School,0,26477,12,0,2,Own,316,0.4357779000150826,6,0,0.1162455407909492,0,Home,0,28,22,1138,2730,124886,33692,1841.9166666666667,0.917092625749581,1,91194,0.270977,0.2649017727158135,2535.671004234841,1.5482084807862322,0,51.0
2029-03-10,50,38770,606,Employed,High School,28,12867,24,0,3,Rent,523,0.1972442722966552,2,1,0.456520508335791,0,Other,0,37,19,1411,1112,219517,52337,3230.833333333333,0.8654094200554786,2,167180,0.1848669999999999,0.1694981884964237,635.8634078434322,0.3586886998741601,1,39.2
2029-03-11,40,25812,501,Employed,High School,19,17247,96,1,5,Other,1618,0.6645833563465083,1,2,0.2393462865136159,0,Debt Consolidation,0,30,23,1902,1122,14203,31731,2151.0,0.9361072639597668,7,9438,0.301747,0.3267990460310521,508.22420100312144,0.988481729894524,0,56.0
2029-03-13,35,71751,484,Self-Employed,High School,9,29018,48,0,0,Rent,228,0.3042045335117891,7,1,0.7721311418399162,0,Home,0,22,9,6694,1984,22731,18426,5979.25,0.5931768950460913,6,4305,0.282018,0.2792114420669064,1010.0306815439156,0.207054510439255,0,62.0
2029-03-24,21,59802,604,Employed,High School,0,13757,96,0,4,Mortgage,269,0.3170458662327723,2,1,0.1907036031414026,0,Home,0,26,15,697,113,157559,10935,4983.5,0.9157216249078391,5,146624,0.246757,0.2552394817279977,337.33801357793624,0.121669110781165,0,43.0
2029-03-25,30,45095,525,Employed,High School,10,36276,12,0,0,Mortgage,191,0.076281298366693,4,2,0.0940202699254883,1,Debt Consolidation,0,28,20,2458,5407,66122,33283,3757.9166666666665,0.8407196585192777,7,32839,0.238776,0.2468397478953941,3442.262709081886,0.9668289723690572,0,62.0
2029-03-27,50,49115,635,Employed,High School,26,17779,72,1,2,Rent,279,0.1488396193223822,0,1,0.5830043608633302,0,Auto,0,27,22,7613,1493,51301,11284,4092.9166666666665,0.9201568900926044,1,40017,0.215279,0.2568046073734852,486.3662808143014,0.1869977678870328,0,55.0
2029-04-13,32,30027,572,Self-Employed,High School,10,21434,36,0,2,Own,338,0.5176100200538086,7,1,0.4067100273315605,0,Debt Consolidation,0,20,21,485,794,146742,95546,2502.25,0.6540229770094294,4,51196,0.220434,0.2269352886007196,826.2843299784942,0.4652949665215282,0,59.0
2029-04-14,38,32624,558,Employed,High School,18,27997,60,0,5,Own,175,0.2655878858795107,4,1,0.3047803184869749,0,Auto,0,28,14,953,1430,23474,17431,2718.6666666666665,0.8522467449847652,3,6043,0.253997,0.2566019747661631,832.6204608845685,0.3706303804136471,0,55.0
2029-04-17,43,64194,598,Employed,High School,18,15851,36,0,0,Own,287,0.2362722691861127,3,0,0.6002944132773604,0,Home,0,22,19,949,1810,76269,82555,5349.5,0.9743739113101464,3,3343,0.201851,0.2182815060532437,603.9485822757047,0.1665480105198064,0,58.0
2029-04-19,29,211877,534,Employed,High School,8,10173,24,1,0,Other,255,0.3966238277185799,0,0,0.2320470742906747,0,Education,0,17,12,5430,1088,12001,5532,17656.416666666668,0.7440387676169274,4,6469,0.2181729999999999,0.1989870504065243,517.2597342520781,0.0437381915499319,1,40.0
2029-04-23,37,79865,539,Employed,High School,13,16902,60,0,2,Other,227,0.4342501153089202,2,0,0.6611102889072686,0,Debt Consolidation,1,24,8,2024,447,17018,7126,6655.416666666667,0.8729503571809708,3,9892,0.252402,0.2583097004766571,504.36383836936034,0.1098900151559797,0,66.0
2029-04-29,39,62200,479,Employed,High School,15,18666,48,0,3,Rent,425,0.2741179383517551,4,2,0.125965078129059,0,Home,0,19,8,4221,737,46059,56682,5183.333333333333,0.8092490413706599,5,6146,0.2741659999999999,0.2544664737172776,623.5700096620462,0.2022964648865684,0,51.0
2029-04-30,44,54210,535,Employed,High School,20,30225,48,1,1,Rent,187,0.2355867576659757,2,1,0.3161987301447225,0,Debt Consolidation,0,28,25,6691,147,19218,18326,4517.5,0.7854763858845566,9,10103,0.257725,0.2844800262994127,1061.1686454010407,0.2762963243831856,0,54.0
2029-05-02,40,82116,606,Employed,High School,18,13362,24,0,0,Other,401,0.6419178744794375,2,1,0.1010136398108693,0,Debt Consolidation,0,24,13,5331,296,493458,28457,6843.0,0.8420097254370428,3,465001,0.185362,0.1692372489242387,660.1579204159015,0.1550720327949585,1,33.6
2029-05-03,47,51355,580,Employed,High School,25,16525,84,1,4,Mortgage,582,0.0972640406022129,5,0,0.2070049806397537,0,Home,0,24,1,31644,646,56341,113782,4279.583333333333,0.5156455486077581,8,10104,0.251525,0.225403998339667,392.6462591921257,0.2277432598638011,0,55.0
2029-05-07,21,100004,566,Employed,High School,0,19054,72,0,0,Mortgage,478,0.4409637688619665,0,1,0.0803118372949203,0,Home,1,26,16,4117,13428,102124,9613,8333.666666666666,0.779887618724439,4,92511,0.251054,0.2436912474631723,505.90960202940863,0.1180644296663424,0,54.0
2029-05-11,33,20151,580,Employed,High School,9,23135,12,1,1,Mortgage,364,0.1319131540648923,1,1,0.601554365102504,0,Home,0,28,17,2619,2210,18910,28891,1679.25,0.6333960642463992,8,6569,0.198135,0.1666496763743671,2106.3453249764607,1.4711003870635466,0,59.0
2029-05-15,41,34155,548,Employed,High School,16,20224,12,Divorced,3,Other,245,0.0726245867394686,3,2,0.605345752361749,0,Home,0,26,10,187,3048,60697,85479,2846.25,0.9342141108921704,4,6132,0.211224,0.2024194680831816,1875.782884419127,0.7451147595675458,0,58.0
2029-05-18,37,40841,593,Employed,High School,15,10328,72,Widowed,3,Mortgage,639,0.2700503393173967,1,1,0.2976272853398112,0,Other,0,27,10,5393,2095,338822,18715,3403.4166666666665,0.7193957013440037,6,320107,0.228828,0.233254392361629,267.6898805573156,0.2664057825882762,0,47.0
2029-05-22,41,83217,604,Employed,High School,16,7349,12,Divorced,2,Mortgage,634,0.0797756885330054,7,1,0.3059134685170664,0,Debt Consolidation,0,24,19,2111,501,20827,30962,6934.75,0.6110784353963691,5,2855,0.170349,0.2004188346472103,680.9183057379505,0.1896129356844804,1,39.2
2029-05-23,40,54830,582,Employed,High School,17,21955,12,1,5,Mortgage,452,0.2288566191304464,1,0,0.5368364798737789,0,Debt Consolidation,0,31,15,4207,3277,67354,55907,4569.166666666667,0.6664422268022611,5,11447,0.195955,0.1931313871710286,2026.5802416481388,0.5424578314750622,0,58.0
2029-05-25,36,16430,562,Employed,High School,13,20424,60,Divorced,2,Rent,145,0.1235916525066689,3,1,0.1349718501133696,0,Home,0,16,18,6154,974,57648,74493,1369.1666666666667,0.8276615395225333,5,10629,0.2444239999999999,0.2514823955431273,601.2477266383444,0.5450379013791925,0,51.0
2029-06-04,34,35063,567,Employed,High School,14,14732,60,1,4,Mortgage,414,0.3290394145898379,8,2,0.0645794807043024,0,Auto,1,19,18,7997,316,12878,47040,2921.9166666666665,0.9429032834341324,6,7000,0.236232,0.2283614835134482,413.91633683082046,0.2833470051612767,0,57.0
2029-06-05,28,43151,521,Employed,High School,5,24629,48,Divorced,3,Rent,339,0.2000373001578102,2,1,0.5405829355382227,0,Debt Consolidation,0,15,4,1543,531,110106,94215,3595.9166666666665,0.9051694121254666,8,15891,0.259129,0.2349259187287526,796.057498457957,0.3156517805264185,0,62.0
2029-06-10,61,77108,657,Employed,High School,42,33912,36,Divorced,1,Other,484,0.4641892842966252,3,1,0.3176696670484105,0,Other,0,26,23,5217,750,83882,6037,6425.666666666667,0.7608918297904879,2,77845,0.190412,0.1777716199165512,1222.21246620323,0.2655308086636764,0,47.0
2029-06-16,34,45069,614,Employed,High School,11,25332,60,1,3,Other,433,0.4519408359639484,1,0,0.3611889085796346,0,Debt Consolidation,0,20,9,2448,3585,83850,42770,3755.75,0.8039577878387929,5,41080,0.2233319999999999,0.2174709614592686,696.0045897640612,0.3006069599318541,0,54.0
2029-06-20,35,38584,544,Employed,High School,13,9128,60,0,0,Mortgage,227,0.4906832608690129,7,1,0.1408898786009287,0,Debt Consolidation,0,22,9,1959,161,19953,7480,3215.333333333333,0.8206255989171533,7,12473,0.242128,0.2771867611210343,282.6605915505492,0.1585094106004196,0,53.0
2029-07-02,42,59030,571,Employed,High School,22,63241,60,1,0,Rent,317,0.152023349546558,1,2,0.5978844461800741,0,Home,0,27,5,11557,16195,51184,22059,4919.166666666667,0.8987439435925334,2,29125,0.282741,0.2560106562347758,1878.558067170728,0.4463272371006053,0,59.0
2029-07-09,18,35770,560,Unemployed,High School,0,55328,24,1,1,Mortgage,484,0.2649358510079569,1,0,0.2353585934004012,0,Home,0,29,15,532,247,62307,10588,2980.833333333333,0.7912066626144209,4,51719,0.250328,0.2645773083500229,2993.560167666682,1.1666402575342516,0,54.0
2029-07-12,36,26193,600,Employed,High School,15,34217,48,Widowed,1,Rent,1077,0.3850277739329727,4,0,0.0659491746693919,0,Other,0,24,6,907,1225,222088,9181,2182.75,0.9447242966311776,5,212907,0.229217,0.2411365690945354,1117.6880717329454,1.005469280372441,0,47.0
2029-07-15,18,42795,554,Employed,High School,0,34737,60,1,2,Mortgage,428,0.1906841401510016,3,0,0.2082280025093108,0,Auto,0,22,22,3267,2869,39234,22530,3566.25,0.79642352683211,10,16704,0.262737,0.245105622138599,1009.6336239621228,0.403121941524605,0,52.0
2029-07-17,46,177974,483,Employed,High School,24,48603,12,0,2,Mortgage,244,0.1081898392881882,4,1,0.3066919367410292,0,Education,0,22,19,4280,651,111745,30219,14831.166666666666,0.9022282715028656,3,81526,0.272103,0.2765304012960206,4682.234092767197,0.3321541860789012,1,39.2
2029-07-18,62,52962,602,Employed,High School,38,24452,84,Widowed,2,Own,335,0.1524387034583691,2,1,0.2600211431847483,0,Home,0,23,29,14213,2362,106543,10816,4413.5,0.810717122291309,5,95727,0.248452,0.2318419005517926,590.8197271247144,0.2097699619632297,0,46.0
2029-07-22,18,15414,557,Employed,High School,0,13522,60,0,2,Other,1071,0.388248516475395,4,0,0.3663327281822585,0,Auto,0,21,4,3773,169,4875,111034,1284.5,0.919386825572106,6,1907,0.240022,0.2471601708149534,394.6404899921525,1.1410202335478026,0,59.0
2029-07-24,39,69215,553,Employed,High School,17,16240,36,Widowed,1,Mortgage,439,0.1495418170453845,3,3,0.5171399880619648,0,Debt Consolidation,0,28,3,16631,212,52195,24221,5767.916666666667,0.927820210792364,3,27974,0.22474,0.2322615060008579,630.561696654738,0.1854329315879051,0,60.0
2029-07-25,54,20128,603,Unemployed,High School,30,39882,36,0,1,Mortgage,257,0.3662466012436874,4,2,0.2102606331831845,0,Home,0,29,25,33679,239,84846,9796,1677.3333333333333,0.6320151678302113,5,75050,0.223382,0.251452282800386,1588.766296749279,1.100417108554817,0,52.0
2029-07-28,62,52765,604,Employed,High School,42,30138,24,0,0,Rent,868,0.2461330608139149,7,1,0.3962136143834108,0,Home,0,22,13,2330,5233,46621,12843,4397.083333333333,0.7696771342235809,2,33778,0.2031379999999999,0.1776345658541647,1501.1702953442148,0.5388049567730613,0,51.0
2029-07-29,45,94526,634,Employed,High School,26,15800,24,1,2,Own,562,0.3128433561881789,3,2,0.2829401500224673,0,Debt Consolidation,1,20,20,3888,1956,87039,93194,7877.166666666667,0.7235543734593339,6,1597,0.1738,0.1550884608690657,769.9143671544043,0.1690854622627938,1,43.2
2029-07-30,43,51912,583,Employed,High School,20,16618,48,Divorced,2,Rent,311,0.2704416905534567,4,0,0.3236186347633032,0,Auto,0,23,17,12228,6178,108632,10976,4326.0,0.5189071802508649,8,97656,0.220118,0.2521683795324891,553.0168423207898,0.1997265007676351,0,52.0
2029-08-01,21,83833,568,Unemployed,High School,0,21724,48,0,1,Mortgage,312,0.257104820627904,5,3,0.4151185027291625,0,Home,0,18,1,1638,451,55912,54991,6986.083333333333,0.7560776727513994,6,9477,0.232724,0.2401302053792671,708.3986585015984,0.1460616213426596,0,62.0
